subject_id,session,condition,folder_name,eeg_path,info_json_path,n_samples,duration_sec,n_channels_csv
202506,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202506\Session01\Test_kartonS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202506\Session01\Test_kartonS01R000\info.json,11350,44.34,32
202506,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202506\Session01\Test_camsiseS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202506\Session01\Test_camsiseS01R000\info.json,11533,45.05,32
202507,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202507\Session01\Test_kartonS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202507\Session01\Test_kartonS01R000\info.json,11316,44.2,32
202507,Session01,camsise,Test_camsiseS01R001,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202507\Session01\Test_camsiseS01R001\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202507\Session01\Test_camsiseS01R001\info.json,11488,44.88,32
202508,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202508\Session01\Test_kartonS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202508\Session01\Test_kartonS01R000\info.json,11553,45.13,32
202508,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202508\Session01\Test_camsiseS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202508\Session01\Test_camsiseS01R000\info.json,11737,45.85,32
202509,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202509\Session01\Test_kartonS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202509\Session01\Test_kartonS01R000\info.json,11552,45.12,32
202509,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202509\Session01\Test_camsiseS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202509\Session01\Test_camsiseS01R000\info.json,11736,45.84,32
202511,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202511\Session01\Test_kartonS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202511\Session01\Test_kartonS01R000\info.json,11505,44.94,32
202511,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202511\Session01\Test_camsiseS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202511\Session01\Test_camsiseS01R000\info.json,11648,45.5,32
202512,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202512\Session01\Test_kartonS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202512\Session01\Test_kartonS01R000\info.json,11504,44.94,32
202512,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202512\Session01\Test_camsiseS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202512\Session01\Test_camsiseS01R000\info.json,11665,45.57,32
202513,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202513\Session01\Test_kartonS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202513\Session01\Test_kartonS01R000\info.json,11331,44.26,32
202513,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202513\Session01\Test_camsiseS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202513\Session01\Test_camsiseS01R000\info.json,12096,47.25,32
202514,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202514\Session01\Test_kartonS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202514\Session01\Test_kartonS01R000\info.json,11498,44.91,32
202514,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202514\Session01\Test_camsiseS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202514\Session01\Test_camsiseS01R000\info.json,11680,45.62,32
202515,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202515\Session01\Test_kartonS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202515\Session01\Test_kartonS01R000\info.json,11520,45.0,32
202515,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202515\Session01\Test_camsiseS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202515\Session01\Test_camsiseS01R000\info.json,11681,45.63,32
202516,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202516\Session01\Test_kartonS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202516\Session01\Test_kartonS01R000\info.json,11696,45.69,32
202516,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202516\Session01\Test_camsiseS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202516\Session01\Test_camsiseS01R000\info.json,11746,45.88,32
202517,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202517\Session01\Test_kartonS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202517\Session01\Test_kartonS01R000\info.json,11505,44.94,32
202517,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202517\Session01\Test_camsiseS01R000\eeg_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202517\Session01\Test_camsiseS01R000\info.json,11681,45.63,32
202518,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202518\Session01\Test_kartonS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202518\Session01\Test_kartonS01R000\info.json,11465,44.79,32
202518,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202518\Session01\Test_camsiseS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202518\Session01\Test_camsiseS01R000\info.json,11633,45.44,32
202519,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202519\Session01\Test_kartonS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202519\Session01\Test_kartonS01R000\info.json,11480,44.84,32
202519,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202519\Session01\Test_camsiseS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202519\Session01\Test_camsiseS01R000\info.json,11640,45.47,32
202520,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202520\Session01\Test_kartonS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202520\Session01\Test_kartonS01R000\info.json,11481,44.85,32
202520,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202520\Session01\Test_camsiseS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202520\Session01\Test_camsiseS01R000\info.json,11648,45.5,32
202521,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202521\Session01\Test_kartonS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202521\Session01\Test_kartonS01R000\info.json,11496,44.91,32
202521,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202521\Session01\Test_camsiseS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202521\Session01\Test_camsiseS01R000\info.json,11624,45.41,32
202522,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202522\Session01\Test_kartonS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202522\Session01\Test_kartonS01R000\info.json,11464,44.78,32
202522,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202522\Session01\Test_camsiseS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202522\Session01\Test_camsiseS01R000\info.json,11633,45.44,32
202523,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202523\Session01\Test_kartonS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202523\Session01\Test_kartonS01R000\info.json,11481,44.85,32
202523,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202523\Session01\Test_camsiseS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202523\Session01\Test_camsiseS01R000\info.json,11632,45.44,32
202524,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202524\Session01\Test_kartonS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202524\Session01\Test_kartonS01R000\info.json,11489,44.88,32
202524,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202524\Session01\Test_camsiseS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202524\Session01\Test_camsiseS01R000\info.json,11657,45.54,32
202525,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202525\Session01\Test_kartonS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202525\Session01\Test_kartonS01R000\info.json,11473,44.82,32
202525,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202525\Session01\Test_camsiseS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202525\Session01\Test_camsiseS01R000\info.json,11632,45.44,32
202526,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202526\Session01\Test_kartonS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202526\Session01\Test_kartonS01R000\info.json,11486,44.87,32
202526,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202526\Session01\Test_camsiseS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202526\Session01\Test_camsiseS01R000\info.json,11633,45.44,32
202527,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202527\Session01\Test_kartonS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202527\Session01\Test_kartonS01R000\info.json,11471,44.81,32
202527,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202527\Session01\Test_camsiseS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202527\Session01\Test_camsiseS01R000\info.json,11649,45.5,32
202528,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202528\Session01\Test_kartonS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202528\Session01\Test_kartonS01R000\info.json,11482,44.85,32
202528,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202528\Session01\Test_camsiseS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202528\Session01\Test_camsiseS01R000\info.json,11642,45.48,32
202529,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202529\Session01\Test_kartonS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202529\Session01\Test_kartonS01R000\info.json,11481,44.85,32
202529,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202529\Session01\Test_camsiseS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202529\Session01\Test_camsiseS01R000\info.json,11640,45.47,32
202530,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202530\Session01\Test_kartonS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202530\Session01\Test_kartonS01R000\info.json,11480,44.84,32
202530,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202530\Session01\Test_camsiseS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202530\Session01\Test_camsiseS01R000\info.json,11625,45.41,32
202531,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202531\Session01\Test_kartonS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202531\Session01\Test_kartonS01R000\info.json,10893,42.55,32
202531,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202531\Session01\Test_camsiseS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202531\Session01\Test_camsiseS01R000\info.json,11450,44.73,32
202532,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202532\Session01\Test_kartonS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202532\Session01\Test_kartonS01R000\info.json,11475,44.82,32
202532,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202532\Session01\Test_camsiseS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202532\Session01\Test_camsiseS01R000\info.json,11625,45.41,32
202533,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202533\Session01\Test_kartonS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202533\Session01\Test_kartonS01R000\info.json,11456,44.75,32
202533,Session01,camsise,Test_camsiseS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202533\Session01\Test_camsiseS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202533\Session01\Test_camsiseS01R000\info.json,11627,45.42,32
202534,Session01,karton,Test_kartonS01R000,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202534\Session01\Test_kartonS01R000\s1_eeg.csv,C:\Users\Eray\Desktop\Surdurulebilir Ambalaj Deney Verileri\EEG Signals\202534\Session01\Test_kartonS01R000\info.json,11471,44.81,32
